N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction,scenario,within_B1_ND_rectangle,within_B7_ND_rectangle,quality_positive_extrapolation,mixture_transfer_assumption
0.2632476293577728,8.703714699042603,0.0,-0.08014826889344084,0.5676131129031139,0.5676131129031139,0.1136718029556062,0.0,0.5572274702239028,0.676864301818423,1.234091772042326,2.923929542200179,1.3747393566776197e+19,9.384887341585884e+17,0.0,0.0,1.1052276380429937e-05,4.440892098500626e-16,0,0.9999999999999996,1.4685882300934785e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R0,R0,0.0,0.0,2,257,0.9360958562156765,0.06390414378432352,0.0,0.0,2.923929542200179,0.2632476293577728,8.703714699042603,0.0,0.0,sQ_2,True,False,False,False
0.2632595165983242,8.704192110047654,0.0,-0.08014826889344084,0.5676131129031139,0.5676131129031139,0.1136718029556062,0.0,0.5572189156917919,0.6768539106268289,1.234072826318621,2.9239105964764747,1.3748768443620557e+19,9.385825924178299e+17,0.0,0.0,-3.3306690738754696e-16,3.3306690738754696e-16,0,0.9999999999999993,1.4687351036038388e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R0,R0,0.0,0.0,2,257,0.9360958562156765,0.0639041437843235,0.0,1.3943971210157757e-16,2.9239105964764747,0.2632595165983242,8.704192110047654,0.0,0.0,sQ_2,True,False,False,False
0.26329036437380143,8.703503033461947,4.798927261344186e-05,-0.0801002796208274,0.567641716078944,0.5676131129031139,0.1136718029556062,0.0004221739372972185,0.5571967188171957,0.6768689091044211,1.2340538825150555,2.923891652672909,1.3749290910052094e+19,9.386182594595562e+17,910601630341680.4,104624727174878.12,1.3877787807814457e-16,6.661338147750939e-16,0,0.999927981148403,1.468881977114199e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R1,R0|R1,0.0,0.0004221739372972185,3,257,0.9360378249765364,0.06390018218506488,6.199283839881202e-05,0.0,2.923891652938057,0.26327140318691217,8.704669499496728,2.6514834772228824e-10,2.1485943958972869e-10,sQ_2,True,False,True,False
0.34388713910785257,7.679738973480942,0.11363256198080257,0.03348429308736173,0.6353418358728375,0.5676131129031139,0.1136718029556062,0.9996547870819033,0.5088346895136134,0.7009968347152814,1.1828708468691487,2.872708617027002,1.5845780788112626e+19,1.0817386351351552e+18,2.2708159787947302e+18,2.956892137397026e+17,8.326672684688674e-16,8.837375276016246e-14,0,0.8537627578822089,1.919833540204251e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R1,R1|R2,0.9996547870819033,1.0,3,257,0.8253726407148191,0.05634543893946498,0.11828192034571591,0.0,2.874198867462672,0.297102226763016,10.081536811921247,0.0014902504356699708,0.0012582737131956365,sQ_2,True,False,True,False
0.34391764743338765,7.679537754273494,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.5088193428619587,0.7010019755959355,1.182851662774229,2.8726894329320825,1.5846771346953726e+19,1.0818062572853745e+18,2.2716778233461699e+18,2.958091874842377e+17,8.326672684688674e-17,8.382183835919932e-14,0,0.8537192008148173,1.920025542758527e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,257,0.825341694370714,0.05634332633570742,0.11831497929357852,0.0,2.874180685202143,0.29711564274570307,10.082089798409003,0.001491252270060528,0.0012591389293741696,sQ_2,True,False,True,False
0.34393129944659556,7.680036914396638,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.5088124760587666,0.7009892230414203,1.1828324807764143,2.872670250934268,1.5848430454597546e+19,1.0819195190338592e+18,2.2718254794966213e+18,2.958091874842377e+17,-8.87126161869256e-06,8.970602038971265e-14,0,0.8537246565962053,1.920217545312803e+19,2048,power,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,257,0.8253455705205445,0.05634359094753583,0.11831083853191966,0.0,2.87416250503884,0.29712905799258194,10.082642759928408,0.0014922541045723214,0.0012600041699897934,sQ_2,True,False,True,False
0.247435477054725,8.072836838431316,0.0,-0.08014826889344084,0.5676131129031139,0.5676131129031139,0.1136718029556062,0.0,0.5690874079394075,0.6912705701565397,1.2603579780959473,2.950195748253801,1.1985037405813262e+19,1.636357107140371e+18,0.0,0.0,1.1287511210961165e-05,1.5543122344752192e-15,0,0.9999999999999987,1.3621394512953633e+19,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R0,R0,0.0,0.0,2,257,0.8798686062881277,0.12013139371187238,0.0,0.0,2.950195748253801,0.247435477054725,8.072836838431316,0.0,0.0,sQ_2,True,False,False,False
0.247446650279889,8.07327964489751,0.0,-0.08014826889344084,0.5676131129031139,0.5676131129031139,0.1136718029556062,0.0,0.5690786713340439,0.6912599578005348,1.2603386291345786,2.950176399292432,1.1986236029416204e+19,1.6365207592162924e+18,0.0,0.0,-1.942890293094024e-16,1.5543122344752192e-15,0,0.9999999999999987,1.3622756788632496e+19,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R0,R0,0.0,0.0,2,257,0.8798686062881277,0.12013139371187236,0.0,0.0,2.950176399292432,0.247446650279889,8.07327964489751,0.0,0.0,sQ_2,True,False,False,False
0.24747564516223586,8.072640515165201,4.798927261433201e-05,-0.08010027962082651,0.5676417160789444,0.5676131129031139,0.1136718029556062,0.00042217393730504936,0.5690560020248239,0.6912752755032545,1.260319282134218,2.9501570522920715,1.1986691517919873e+19,1.6365829485799933e+18,844597811493499.4,104624727176547.05,4.440892098500626e-16,3.3306690738754696e-15,0,0.9999279811484003,1.362411906431136e+19,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R1,R0|R1,0.0,0.00042217393730504936,3,257,0.879814060735805,0.12012394642579524,6.19928383998008e-05,0.0,2.9501570525628633,0.24745782289225018,8.073722431370186,2.7079183340106283e-10,2.1485953213357068e-10,sQ_2,True,False,True,False
0.3232313184575487,7.1230827110490536,0.11363256198080297,0.03348429308736213,0.6353418358728379,0.5676131129031139,0.1136718029556062,0.9996547870819068,0.5196646432534993,0.7159167359095792,1.2080468751861233,2.897884645343977,1.3814420497047337e+19,1.8861288785301962e+18,2.1062187262329756e+18,2.9568921373970426e+17,-1.0547118733938987e-15,8.515410598874951e-14,0,0.8537627578822022,1.780676810181051e+19,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R1,R1|R2,0.9996547870819068,1.0,3,257,0.7757960578844597,0.10592202176982489,0.11828192034571534,1.1501244854150534e-16,2.899406614024515,0.27925657447504604,9.35078924085512,0.0015219686805383326,0.0012582737131960292,sQ_2,True,False,True,False
