N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction,scenario,within_B1_ND_rectangle,within_B7_ND_rectangle,quality_positive_extrapolation,mixture_transfer_assumption
0.24055542333187369,6.036472156129916,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5745696939372317,0.7498640356730015,1.238053534965971,2.9278913051205393,8.712636689693402e+18,5.947826646830694e+17,6.925806456235301e+17,1.147326828833673e+17,-0.3358855750881956,1.3078427230084344e-13,0,0.9166215715850159,1e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8712636689693403,0.059478266468306944,0.069258064562353,0.0,2.9581912965936397,0.22131169335137127,7.049603826773096,0.030299991473100363,0.023889231859644564,p_star,True,False,True,True
0.2524322773700899,6.475464965810637,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5652322212591221,0.7352740379122333,1.2156866254729877,2.905524395627556,9.807698210098862e+18,6.695388644760823e+17,7.429474684447067e+17,1.147326828833673e+17,-0.3382428618968978,1.1002310174035301e-13,0,0.9204132076467413,1.1220184543019653e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8741120230683254,0.059672714108131006,0.06621526282354351,1.8252819212979077e-16,2.935971544964829,0.23312066894011918,7.509106981982359,0.030447149337273327,0.02443329115440199,p_star,True,False,True,True
0.26493669506624296,6.9443742266444115,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5560171139225981,0.7210262766204625,1.1937540162406244,2.8835917863951925,1.1038917341462202e+19,7.535900905104864e+17,7.967466859690223e+17,1.147326828833673e+17,-0.3400781584060071,9.625633623500107e-14,0,0.924049427973711,1.2589254117941713e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8768523725110902,0.05985978863009042,0.06328783885881929,1.6267842247153233e-16,2.9141410518133704,0.24555975992107099,7.998561203214029,0.030549265418177818,0.024952367502263637,p_star,True,False,True,True
0.278102360560714,7.445154335528332,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.546924269580205,0.707110000335238,1.1722455613495943,2.8620833315041625,1.242308997269558e+19,8.480829421360183e+17,8.542025313958993e+17,1.147326828833673e+17,-0.3414259287427085,8.093525849517391e-14,0,0.9275352164302948,1.4125375446227497e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.879487417519472,0.06003967436932929,0.060472908111198806,1.4498729664187191e-16,2.8926929978838243,0.2586625886355142,8.519918743343126,0.030609666379661782,0.0254475066275819,p_star,True,False,True,True
0.29196475331100885,7.979886410257462,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5379535134207071,0.6935148698294983,1.151151432492154,2.840989202646722,1.3979073403324152e+19,9.543047443335955e+17,9.155537769533617e+17,1.147326828833673e+17,-0.34231894679521113,6.306066779870889e-14,0,0.9308755055899525,1.5848931924611109e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8820199032855118,0.06021255873095761,0.057767537983530515,0.0,2.871620683384413,0.2724645714799972,9.075259105850384,0.030631480737691064,0.02591971875272304,p_star,True,False,True,True
0.30656124355688186,8.550786600420874,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5291045997372966,0.6802309434957389,1.1304621067754512,2.8202998769300196,1.5728038641687273e+19,1.0737007712725179e+18,9.810546874294345e+17,1.147326828833673e+17,-0.3427883513073836,5.795364188543317e-14,0,0.9340751683984017,1.7782794100389229e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8844526092411439,0.06037863145752876,0.05516875930132719,1.1516750339898348e-16,2.8509175258941966,0.28700301463535877,9.6667973391966,0.030617648964176958,0.026369979161916753,p_star,True,False,True,True
0.3219311929059153,9.160214940715349,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5203772137046199,0.6672486629882063,1.1101683549612713,2.8000061251158392,1.7693753538834483e+19,1.2078935749177674e+18,1.0509760359365773e+18,1.147326828833673e+17,-0.34286370114255754,4.39648317751562e-14,0,0.9371390105048008,1.9952623149688828e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.88678833886112,0.06053808393291912,0.0526735772059609,0.0,2.8305770583068943,0.3023172149037784,10.29689287183629,0.030570933191055083,0.026799228805883313,p_star,True,False,True,True
0.338116060312914,9.81068478161746,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.5117709733427074,0.6545588391365199,1.0902612301342196,2.7800990002887875,1.990290052399414e+19,1.3587046757713334e+18,1.1256061859179936e+18,1.147326828833673e+17,-0.3425730305673067,3.885780586188048e-14,0,0.9400717632637361,2.238721138568347e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8890299100280961,0.06069110852458469,0.05027898144731926,0.0,2.810592926810738,0.3184485659263772,10.96805892311021,0.0304939265219506,0.02720837494331104,p_star,True,False,True,True
0.3551595137407638,10.504872834665882,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.50328543164591,0.6421526381436563,1.0707320567899663,2.7605698269445345,2.2385433167210963e+19,1.528178904214935e+18,1.2052522436698204e+18,1.147326828833673e+17,-0.34194290440713415,2.5646151868841116e-14,0,0.9428780774053704,2.511886431509572e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8911801459812798,0.06083789796565536,0.047981956053064795,1.63064697058713e-16,2.7909588889037176,0.33544067006850076,11.682972527552675,0.030389061959183117,0.027598291815258864,p_star,True,True,True,True
0.3731075478056448,11.245629872063924,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.49492007885509415,0.6300215680806739,1.0515724203347925,2.7414101904893604,2.5174976310574068e+19,1.7186117161351898e+18,1.2902412859352325e+18,1.147326828833673e+17,-0.34099847292908125,2.2093438190040615e-14,0,0.9455625173654932,2.8183829312644493e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8932418668629772,0.06097864477784592,0.04577948835917673,1.4533156423007274e-16,2.7716688114435835,0.3533394562750783,12.444485212598307,0.030258620954223048,0.02796982134859902,p_star,True,True,True,True
0.39200860772536134,12.03599212293582,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.48667434485183825,0.6181574656897039,1.0327741569873423,2.7226119271419105,2.830927508823292e+19,1.9325798460233674e+18,1.380921667427502e+18,1.147326828833673e+17,-0.3397635263109826,1.4876988529977098e-14,0,0.9481295562627906,3.162277660168379e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8952178818708019,0.061113540735713415,0.043668577393484585,1.2952689296049681e-16,2.752716668732026,0.37219330421464086,13.255634372275473,0.03010474159011567,0.02832377388468943,p_star,True,True,True,True
0.4119137199064907,12.87919341136458,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.4785476016539432,0.6065524835057611,1.0143293440731083,2.704167114227676,3.18306988048221e+19,2.1729757050758556e+18,1.477664413459646e+18,1.147326828833673e+17,-0.3382605485632746,1.63202784619898e-14,0,0.9505835715063143,3.5481338923357606e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8971109820173031,0.06124277637238123,0.0416462416103156,1.1544096486459184e-16,2.73409654063241,0.39205317504752946,14.119655382254567,0.02992942640473384,0.02866092892955834,p_star,True,True,True,True
0.4328766295237244,13.778678084315285,0.0903384671947647,-0.006787839598371509,0.6155923612523204,0.5595650518048321,0.0903384671947647,1.0,0.4705391659924008,0.5951990773068228,0.9962302907019177,2.6860680608564858,3.5786806370584846e+19,2.443045981565259e+18,1.5808647031997484e+18,1.147326828833673e+17,-0.3365107707766478,9.992007221626409e-15,0,0.9529288410127009,3.981071705534986e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8989239334933238,0.06136654052647757,0.03970952598019854,2.0577373646926412e-16,2.7158026107204805,0.4129727491717783,15.039994504571412,0.029734549863994708,0.028982035922004004,p_star,True,True,True,True
