N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction,scenario,within_B1_ND_rectangle,within_B7_ND_rectangle,quality_positive_extrapolation,mixture_transfer_assumption
0.24582181710870354,5.798047241858668,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5703547459359424,0.7583698337789978,1.2712331209179124,2.9610708910724806,8.551719052054826e+18,5.837973539536095e+17,8.64483593991563e+17,1.4909909456247158e+17,-0.3260013737674019,1.479372180313021e-13,0,0.8949651322365262,1e+19,2048,exponential,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8551719052054826,0.05837973539536095,0.08644835939915631,2.048e-16,2.998925629084826,0.22131169335137127,7.049603826773096,0.03785473801234529,0.028916881135295752,main,True,False,True,False
0.2661265483383006,5.001999738279331,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5551706751124882,0.7903743108694715,1.2873257392681485,2.9771635094227165,7.986989550824167e+18,5.452451533362631e+17,1.4677652958395702e+18,2.934357002474526e+17,-0.18999793883771454,1.4160894679093872e-13,0,0.815600143742254,1e+19,2048,power,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.7986989550824167,0.05452451533362631,0.146776529583957,0.0,2.998925629084826,0.22131169335137127,7.049603826773096,0.02176211966210939,0.016623880141927387,main,True,False,True,False
0.2531415105974368,5.4899642546945655,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5646933129263013,0.7700482261004227,1.2769897375118462,2.966827507666414,8.338427067355881e+18,5.6923662113149485e+17,1.0923363115126259e+18,1.9896965824113514e+17,-0.32847217455968686,7.954747971439247e-14,0,0.865623422240374,1e+19,2048,logarithmic,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8338427067355881,0.05692366211314948,0.1092336311512626,2.048e-16,2.998925629084826,0.22131169335137127,7.049603826773096,0.03209812141841173,0.024519455435665555,main,True,False,True,False
0.23831081501296952,5.63638061383211,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5764039283295253,0.7643962206692396,1.2827862026188848,2.972623972773453,8.05926274683379e+18,1.1003580070343735e+18,8.403792461318355e+17,1.4909909456247158e+17,-0.3348440230467552,1.602051824534101e-13,0,0.8980262579961336,1e+19,4096,exponential,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.805926274683379,0.11003580070343735,0.08403792461318355,2.048e-16,3.0114336635835866,0.21520735927882478,6.814114917171282,0.038809690810133635,0.029365777393146726,main,True,False,True,False
0.25752192529780626,4.87916929185899,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5614091243701574,0.795893637257188,1.2985747776745449,2.988412547829113,7.538958419360767e+18,1.0293191228567233e+18,1.4317224577825103e+18,2.934357002474526e+17,-0.20076102329471923,1.6925350010410511e-13,0,0.8204971618286114,1e+19,4096,power,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.7538958419360767,0.10293191228567233,0.14317224577825102,0.0,3.0114336635835866,0.21520735927882478,6.814114917171282,0.02302111575447352,0.017419179243015514,main,True,False,True,False
0.24523038977031525,5.344036420314488,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.570822036639224,0.7758766762755573,1.2884295465671844,2.9782673167217526,7.863120805802893e+18,1.0735780940189549e+18,1.063301100178153e+18,1.9896965824113514e+17,-0.33707626665365703,8.22675261247241e-14,0,0.8694038900085426,1e+19,4096,logarithmic,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.7863120805802893,0.10735780940189549,0.1063301100178153,2.048e-16,3.0114336635835866,0.21520735927882478,6.814114917171282,0.03316634686183395,0.025095679418146638,main,True,False,True,False
0.22519054677049724,5.349897852513836,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5876089423369267,0.7756386562185797,1.3042623924872063,2.9941001626417743,7.228478535443398e+18,1.9738565387450772e+18,7.976649258115241e+17,1.4909909456247158e+17,-0.3510107731365852,1.8784973576657649e-13,0,0.9034310196858681,1e+19,8192,exponential,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.7228478535443398,0.19738565387450774,0.07976649258115241,2.048e-16,3.034651428553749,0.2044611410333215,6.403048959108133,0.04055126591197489,0.030153817711998616,main,True,False,True,False
0.24254335457865664,4.659661015740772,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.5729642563311758,0.8062143440197206,1.3195040892548293,3.0093418594093975,6.781018883742944e+18,1.8516702231874068e+18,1.3673108930696497e+18,2.934357002474526e+17,-0.2204465038540317,2.0405899192610377e-13,0,0.8291974618642837,1e+19,8192,power,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.6781018883742944,0.1851670223187407,0.13673108930696495,0.0,3.034651428553749,0.2044611410333215,6.403048959108133,0.025309569144351673,0.018820130942512524,main,True,False,True,False
0.23143117116161968,5.084572931936647,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.582173177312534,0.7867605082370328,1.3097024529975803,2.9995402231521484,7.060372010968611e+18,1.9279522504618286e+18,1.0116757385695611e+18,1.9896965824113514e+17,-0.3528350867103037,8.876233081878127e-14,0,0.876095425507494,1e+19,8192,logarithmic,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.7060372010968611,0.19279522504618285,0.10116757385695611,0.0,3.034651428553749,0.2044611410333215,6.403048959108133,0.03511120540160073,0.026108602617403585,main,True,False,True,False
0.1762343810796341,4.234641447216141,0.1115116258349447,0.016961507846929666,0.6303215467235005,0.5611627867660474,0.1115116258349447,1.0,0.638679653077942,0.828088215620088,1.403303531712446,3.093141301867014,4.477736487265816e+18,4.890882307157542e+18,6.31381205576641e+17,1.4909909456247158e+17,-0.42147017867565284,8.987255384340642e-14,0,0.924235090918881,1e+19,32768,exponential,p0,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.4477736487265816,0.4890882307157542,0.0631381205576641,2.048e-16,3.141230674781208,0.1633752840688838,4.875794103678945,0.048089372914193795,0.033133256171294735,main,True,False,True,False
