start_score,end_score,scale_points,technology_points,total_points,scale_share,technology_share,additivity_error,replicate
9.033325749522724,12.74021877719341,1.307461986246806,2.39943104142388,3.706893027670686,0.35271101067310284,0.6472889893268972,0.0,0
8.456365938074448,11.776890505704927,1.2550578705856372,2.065466697044841,3.3205245676304784,0.37796975900143537,0.6220302409985646,0.0,1
9.910371326265322,15.32575073742339,2.7339206138740284,2.681458797284039,5.415379411158067,0.5048437803343838,0.4951562196656161,0.0,2
8.153119554194356,16.39886469820378,7.227942007189973,1.0178031368194516,8.245745144009424,0.8765662630794634,0.12343373692053661,0.0,3
11.779522494712,13.913767423102817,4.132071967997295,-1.9978270396064772,2.1342449283908174,1.9360814276891842,-0.9360814276891843,0.0,4
8.951748532312308,14.115422831684851,2.5752206215247764,2.5884536778477667,5.163674299372543,0.49871863952335277,0.5012813604766473,0.0,5
7.716590164882145,13.667420457655494,6.183613595716098,-0.23278330294274951,5.9508302927733485,1.0391177855005276,-0.039117785500527566,0.0,6
9.926226547393162,15.746908384629705,3.3641985419640914,2.4564832952724522,5.820681837236544,0.5779732746157614,0.42202672538423863,0.0,7
8.751871484414332,13.517284280849678,2.503835942146721,2.2615768542886245,4.765412796435346,0.5254184787558501,0.4745815212441499,0.0,8
10.008461704261375,14.295252206993304,3.660057868367808,0.6267326343641209,4.286790502731929,0.8537990988911843,0.14620090110881565,0.0,9
9.175692977190444,14.588029048276818,3.5480047965598542,1.8643312745265197,5.412336071086374,0.6555403711003652,0.3444596288996348,0.0,10
8.921046662642864,12.55016003401807,3.194304047630185,0.43480932374502146,3.6291133713752064,0.8801885531671181,0.11981144683288193,0.0,11
7.973310124223631,10.424207838864586,1.2746544419208585,1.1762432727200962,2.4508977146409547,0.5200765557478965,0.47992344425210354,0.0,12
9.484143869579814,15.268369926676687,4.535052645747508,1.249173411349365,5.784226057096873,0.784037933680564,0.21596206631943607,0.0,13
9.389060293845086,14.434417308380356,2.3945989816715585,2.6507580328637115,5.04535701453527,0.47461437808521983,0.5253856219147802,0.0,14
7.804542509653735,9.751409282772338,0.5749202916092551,1.3719464815093478,1.946866773118603,0.29530541049211845,0.7046945895078816,0.0,15
6.998208601234227,15.391547683845161,4.995213159972463,3.398125922638471,8.393339082610934,0.5951401594535117,0.40485984054648827,0.0,16
8.301232213213613,12.209980163224989,1.1255965067452074,2.783151443266169,3.908747950011376,0.2879685569753689,0.7120314430246311,0.0,17
8.268102450289934,12.658431436272139,1.964005638219402,2.4263233477628026,4.390328985982205,0.44734817014630046,0.5526518298536995,0.0,18
8.868405145831208,12.930185971018144,2.4418272842152327,1.6199535409717036,4.061780825186936,0.6011716016466379,0.3988283983533622,0.0,19
9.592228863491359,14.758609341253903,4.3976841356899925,0.7686963420725519,5.166380477762544,0.8512118212390236,0.14878817876097636,0.0,20
8.268682559277647,11.919773463177584,1.5038474086767364,2.1472434952232016,3.651090903899938,0.4118898839441087,0.5881101160558913,0.0,21
7.964937881924871,10.788629169308768,0.9321218372500977,1.8915694501337996,2.8236912873838973,0.33010755864664404,0.669892441353356,0.0,22
9.350412278500322,14.309688636278972,1.963241930351856,2.9960344274267943,4.95927635777865,0.3958726613959517,0.6041273386040483,0.0,23
8.626319247560394,15.1559694921063,3.766236956418968,2.7634132881269373,6.5296502445459055,0.5767899987545022,0.42321000124549774,0.0,24
9.345209656629201,14.100996385195035,3.3298506546202127,1.4259360739456213,4.755786728565834,0.7001682044779939,0.29983179552200606,0.0,25
10.099216605050561,13.803159468216066,3.62412846949809,0.07981439366741494,3.703942863165505,0.9784515051619336,0.021548494838066447,0.0,26
7.7926745750807696,16.67040662962979,4.55563143892237,4.322100615626653,8.877732054549021,0.513152617237195,0.4868473827628052,1.7763568394002505e-15,27
8.802348184146288,12.234433502960297,2.125611287768348,1.3064740310456608,3.432085318814009,0.6193352117781483,0.3806647882218516,0.0,28
9.213755124604507,13.847037635327991,3.570461439854382,1.0628210708691022,4.633282510723484,0.7706116412264394,0.2293883587735606,0.0,29
8.452499214037235,11.849213109987703,1.2434702533365645,2.153243642613903,3.3967138959504677,0.3660803622050767,0.6339196377949233,0.0,30
8.802158188910912,12.49296896727649,1.7238942992969584,1.9669164790686189,3.6908107783655772,0.4670773991996307,0.5329226008003694,0.0,31
8.338368474535308,11.169168522391532,2.328244014067458,0.5025560337887658,2.830800047856224,0.8224685511894938,0.17753144881050623,0.0,32
9.508772205684284,14.541888106744064,2.0885176759430006,2.9445982251167795,5.03311590105978,0.4149552120393729,0.5850447879606271,0.0,33
8.319901072825393,11.990428320855111,1.609585427886305,2.0609418201434124,3.6705272480297175,0.43851613654422694,0.5614838634557731,0.0,34
8.932857355164582,13.867862451141638,1.8036158646597453,3.1313892313173106,4.935005095977056,0.36547396194788667,0.6345260380521134,0.0,35
8.398299902339039,11.47934349984199,1.0390325224146917,2.0420110750882596,3.0810435975029513,0.3372339564609801,0.6627660435390199,0.0,36
9.136899838970596,12.906425893660035,2.4147635861835406,1.354762468505899,3.7695260546894396,0.6406013783031104,0.3593986216968897,0.0,37
8.285730341651941,21.050365175521208,-9.729823073526049,22.494457907395315,12.764634833869266,-0.7622484465994478,1.762248446599448,0.0,38
7.3029106954233916,16.64221616488503,3.4823776510132203,5.856927818448419,9.339305469461639,0.3728733000971175,0.6271266999028826,0.0,39
8.280789572082172,16.210708866223406,5.507889053212817,2.422030240928417,7.929919294141234,0.6945706316686153,0.3054293683313847,0.0,40
9.48891736476724,15.020330714480032,3.0459137804984078,2.485499569214385,5.531413349712793,0.5506574157320137,0.4493425842679863,0.0,41
9.062384154608466,15.422745320964342,5.843683236278679,0.5166779300771971,6.360361166355876,0.9187659448003919,0.08123405519960812,0.0,42
9.057890296893188,15.32756450036653,5.797256423976358,0.4724177794969835,6.2696742034733415,0.9246503463871746,0.07534965361282543,0.0,43
7.598610148555491,10.472875491229818,0.4863800297761558,2.3878853128981707,2.8742653426743265,0.1692189035420123,0.8307810964579877,0.0,44
8.779613741558329,13.008157284467835,2.3138024510864756,1.9147410918230303,4.228543542909506,0.5471866205484154,0.4528133794515847,0.0,45
10.647785948707812,17.022511363473846,3.956820133499055,2.4179052812669797,6.374725414766035,0.6207044031000476,0.3792955968999524,0.0,46
7.867728224828926,16.008568277903677,7.262734582739574,0.878105470335178,8.14084005307475,0.8921357667500762,0.10786423324992393,1.7763568394002505e-15,47
7.519021418192677,10.467505660276451,2.0940387251169854,0.8544455169667886,2.948484242083774,0.7102085523228272,0.28979144767717285,0.0,48
13.913582915241154,13.853001784780444,7.160706962860236,-7.221288093320946,-0.06058113046070979,-118.20028626742696,119.20028626742696,0.0,49
7.463998275843479,15.27721234939834,6.341924727575169,1.471289345979693,7.813214073554861,0.8116921753162352,0.18830782468376484,8.881784197001252e-16,50
9.035088577964576,13.35071592017091,1.351705139019895,2.9639222031864385,4.315627342206334,0.31321173767724936,0.6867882623227506,0.0,51
9.9523634458239,14.85041925670139,3.788766716811855,1.109289094065634,4.898055810877489,0.7735246112136676,0.2264753887863324,0.0,52
8.75313875701329,13.987347427726759,4.022841777856438,1.2113668928570318,5.234208670713469,0.7685673290721304,0.23143267092786954,0.0,53
9.440336295778186,15.24931558210002,3.0950268010940283,2.7139524852278063,5.808979286321835,0.5328004540112169,0.4671995459887831,0.0,54
7.555208261054447,14.741124514464259,6.795748068919974,0.3901681844898377,7.185916253409812,0.945703766822401,0.054296233177599,0.0,55
9.716486259305025,15.758825821768971,3.883238718806653,2.159100843657293,6.042339562463946,0.6426713822788115,0.35732861772118857,0.0,56
7.689609652245909,16.71050697955161,5.214384827210239,3.806512500095463,9.0208973273057,0.5780339403073148,0.42196605969268536,1.7763568394002505e-15,57
9.484952592889936,15.440822190063079,2.7572272133703413,3.1986423838028015,5.955869597173143,0.462942844598044,0.537057155401956,0.0,58
9.667359845230019,14.412594062541313,2.5528695790121763,2.192364638299118,4.745234217311294,0.5379860007118178,0.46201399928818215,0.0,59
6.9826853625564445,12.184865330481399,3.1579224275451216,2.044257540379833,5.2021799679249545,0.6070382891433788,0.3929617108566212,0.0,60
9.452943225724653,15.373500609424621,3.7714222234223227,2.1491351602776456,5.920557383699968,0.6370045890958709,0.3629954109041291,0.0,61
6.8227908096948875,18.487298903509327,6.201047803868297,5.463460289946143,11.66450809381444,0.5316167432003964,0.4683832567996036,0.0,62
8.204377602659802,12.134512092784151,1.5838886480057033,2.3462458421186456,3.930134490124349,0.4030113096601916,0.5969886903398084,0.0,63
9.267110144988775,14.897896253723593,2.877763435079257,2.7530226736555603,5.630786108734817,0.5110766737552144,0.4889233262447857,0.0,64
8.616066379368888,12.725649883655183,1.205213064343595,2.9043704399427,4.109583504286295,0.29326890744197265,0.7067310925580274,0.0,65
7.31377207874459,16.34327648057217,5.572956341160788,3.456548060666794,9.029504401827582,0.6171940444519652,0.3828059555480348,0.0,66
8.156650547877973,11.13626341900741,0.803111809282659,2.1765010618467775,2.9796128711294365,0.2695356222495561,0.7304643777504439,0.0,67
8.460952706174814,16.138483327911537,4.247848854810912,3.4296817669258113,7.677530621736723,0.5532832187975061,0.446716781202494,0.0,68
7.828017229540494,15.501943762613585,4.576086513648067,3.097840019425024,7.673926533073091,0.5963161745067598,0.4036838254932403,0.0,69
8.758936935737538,13.36613210301247,1.3598079821753135,3.247387185099619,4.6071951672749325,0.29514876900246745,0.7048512309975326,0.0,70
9.578345760533962,14.458359829966632,3.6949434408560276,1.1850706285766428,4.88001406943267,0.7571583582105504,0.2428416417894496,0.0,71
9.607489611116767,16.215642878953847,2.06878530637415,4.53936796146293,6.60815326783708,0.31306557558875836,0.6869344244112416,0.0,72
8.062870094117205,15.26681174798027,2.508007764237046,4.695933889626019,7.203941653863065,0.34814381969517255,0.6518561803048275,0.0,73
9.450363612696258,14.8078295458892,2.74433251111075,2.6131334220821927,5.357465933192943,0.5122445098731935,0.4877554901268065,0.0,74
18.95853020394342,15.038386998619256,2.542881070212279,-6.4630242755364415,-3.9201432053241625,-0.6486704533545234,1.6486704533545233,0.0,75
8.9902576059758,13.860080693072929,2.42549690802893,2.444326179068198,4.869823087097128,0.4980667397251907,0.5019332602748092,0.0,76
8.871333025173668,14.824776662203336,2.617240292018246,3.3362033450114223,5.953443637029668,0.439617883629458,0.560382116370542,0.0,77
9.410586955860468,13.844575982659055,2.2188351253207905,2.2151539014777963,4.433989026798587,0.5004151142256719,0.49958488577432814,0.0,78
8.328084617528935,14.801624978688787,3.928895777985611,2.5446445831742412,6.473540361159852,0.6069160859115549,0.3930839140884451,0.0,79
8.521338624103722,12.41867232896327,1.449059864187567,2.4482738406719813,3.897333704859548,0.3718080036053233,0.6281919963946767,0.0,80
7.287697129093705,15.271984421250062,4.37253343428962,3.6117538578667365,7.984287292156357,0.5476422972135698,0.45235770278643017,8.881784197001252e-16,81
9.484530131987205,14.889014652277325,4.687788042484039,0.7166964778060816,5.40448452029012,0.8673885594240525,0.13261144057594754,0.0,82
7.276028274962066,15.132114787442461,4.8712789728205825,2.984807539659813,7.856086512480395,0.6200643240221368,0.3799356759778632,0.0,83
9.720672494788595,16.46011681834057,3.1456895615496068,3.5937547620023684,6.739444323551975,0.46675800118364863,0.5332419988163514,0.0,84
9.686273807274896,15.581763359937748,3.0926943097228685,2.8027952429399834,5.895489552662852,0.5245865134857159,0.47541348651428406,0.0,85
7.263120489526849,15.952213917360602,5.46403060184484,3.2250628259889127,8.689093427833754,0.6288378237874532,0.37116217621254666,1.7763568394002505e-15,86
8.326903917163012,11.352407583111297,0.9189744737706569,2.1065291921776286,3.0255036659482855,0.30374264097367143,0.6962573590263286,0.0,87
9.631168321227356,14.738698137883082,2.7543530558623397,2.353176760793386,5.107529816655726,0.5392730252656296,0.4607269747343704,0.0,88
9.13152455588634,14.788149381724379,2.61591564025312,3.0407091855849187,5.656624825838039,0.46245167759832256,0.5375483224016775,0.0,89
7.458905589026348,17.338473591218122,3.1523183790852927,6.727249623106481,9.879568002191775,0.3190745160502922,0.6809254839497076,1.7763568394002505e-15,90
8.04068780131278,15.183530073714575,4.886414803873428,2.2564274685283676,7.142842272401795,0.6840994967442227,0.3159005032557774,0.0,91
8.525646735614716,12.524996646660671,2.541280793412856,1.4580691176330998,3.9993499110459556,0.6354234687977655,0.36457653120223454,0.0,92
9.076153042064977,15.716032062803906,3.7059017428988934,2.933977277840036,6.639879020738929,0.558127901325298,0.441872098674702,0.0,93
9.098436086480483,14.045485921336587,1.6973339073401927,3.2497159275159113,4.947049834856104,0.34310022417422514,0.6568997758257749,0.0,94
9.467348723804438,12.718313565679402,2.9959737398459048,0.2549911020290594,3.250964841874964,0.9215644848739749,0.07843551512602505,0.0,95
8.503699740704658,13.128041027798375,2.5512482242087806,2.0730930628849364,4.624341287093717,0.5516998131883506,0.44830018681164935,0.0,96
9.867519383870103,16.302644806267843,2.909104707646497,3.526020714751242,6.435125422397739,0.4520665125688505,0.5479334874311494,0.0,97
7.577313779785388,11.941163090689535,1.599409361647076,2.764439949257072,4.363849310904148,0.36651342603663223,0.6334865739633677,0.0,98
7.485778732722044,17.804198343562817,6.9759659124841065,3.342453698356666,10.318419610840774,0.6760692214101269,0.323930778589873,1.7763568394002505e-15,99
9.015188905722203,12.738898400124722,3.5675572470743067,0.15615224732821176,3.7237094944025184,0.9580654055954312,0.04193459440456885,0.0,100
12.512899929686718,14.670066404033637,11.04755015496471,-8.890383680617791,2.157166474346919,5.1213247963671185,-4.1213247963671185,0.0,101
9.640979915352375,13.316572494336329,3.0422244204535183,0.6333681585304358,3.675592578983954,0.8276827083197784,0.17231729168022156,0.0,102
9.467352488587034,16.508144445594997,4.260028402184502,2.7807635548234613,7.040791957007963,0.6050496063790575,0.39495039362094253,0.0,103
8.727226944945581,14.388109752266661,2.342106686395386,3.318776120925694,5.66088280732108,0.4137352363780429,0.5862647636219571,0.0,104
8.390223651461328,13.733132265217689,5.961041297363234,-0.6181326836068735,5.342908613756361,1.1156921684970187,-0.11569216849701869,0.0,105
9.13416331343428,13.193689105792496,2.4538911474147582,1.605634644943457,4.059525792358215,0.6044772894494336,0.39552271055056637,0.0,106
7.418571629992919,14.708622217906335,4.466582004321593,2.8234685835918225,7.290050587913416,0.6126956117049435,0.38730438829505653,8.881784197001252e-16,107
9.170419004095631,13.49381080326547,2.022825034836461,2.300566764333378,4.323391799169839,0.4678791857876208,0.5321208142123792,0.0,108
7.979681272490314,11.560106258266567,1.3956612266202786,2.184763759155974,3.5804249857762525,0.3898032306680747,0.6101967693319253,0.0,109
8.491442885970324,14.365932920473636,3.448703058206404,2.4257869762969078,5.874490034503312,0.587064245228223,0.4129357547717771,0.0,110
8.546173899324225,18.879623293060728,5.018075917864152,5.3153734758723505,10.333449393736503,0.4856147958595316,0.5143852041404684,0.0,111
10.52444388885158,15.67952743360788,6.1770407302837365,-1.0219571855274365,5.1550835447563,1.1982426039568188,-0.19824260395681875,0.0,112
