mapping,Q_low,Q_high,slope,recipe,keep,z0,z_cap,exponential_delta_FLOPs_per_token,power_delta_FLOPs_per_token,logarithmic_delta_FLOPs_per_token
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,1.0,0.5883051891270927,0.5883051891270927,0.0,0.0,0.0
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,0.8,0.5883051891270927,0.6061426407487377,38540524.031258345,76010084.77031887,51169858.76388264
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,0.5,0.5883051891270927,0.62648167448719,87825759.38193226,171263541.72602022,107961859.77352858
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,0.2,0.5883051891270927,0.6523704615536304,159919035.0810145,306685987.6823224,177993018.53068066
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,0.1,0.5883051891270927,0.6673968439084518,207196669.80108136,393051993.5546311,217543473.34544802
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p0,0.05,0.5883051891270927,0.6806160951858593,252463041.35065216,474012051.79444885,251702290.2048669
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,1.0,0.5874896732769288,0.5874896732769288,0.0,0.0,0.0
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,0.8,0.5874896732769288,0.6019293070816191,30726815.20048058,60752588.114804745,41571776.10452175
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,0.5,0.5874896732769288,0.6183901801454583,69160734.6151563,135551026.0229578,87932078.18439627
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,0.2,0.5874896732769288,0.6392454460408756,123636447.49721992,239289450.07318473,145166379.46299028
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,0.1,0.5874896732769288,0.651261235742412,158260461.28177935,303856470.96786165,177413266.12175274
A1_extrema,-1.8318472769459957,1.1456872415777428,0.3358483314899738,p_star,0.05,0.5874896732769288,0.6616950882113571,190418971.29270387,362898729.77756727,204999040.32504702
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,1.0,0.5798738390005411,0.5798738390005411,0.0,0.0,0.0
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,0.8,0.5798738390005411,0.6111361266528488,66919958.12200844,132131410.08611572,89913238.84553051
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,0.5,0.5798738390005411,0.6467827390046892,160227906.21285862,309658557.484216,187734096.09555292
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,0.2,0.5798738390005411,0.6921559641383902,311853420.37836576,582255000.7308733,305702093.53780985
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,0.1,0.5798738390005411,0.7184915134934308,420760120.6070092,767134698.1222804,371111556.634099
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p0,0.05,0.5798738390005411,0.7416598474431623,531882801.5094489,947493678.6931314,426937401.77037716
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,1.0,0.5784445490081355,0.5784445490081355,0.0,0.0,0.0
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,0.8,0.5784445490081355,0.6037517506853322,52732274.42310369,104580784.3273468,73245834.04369783
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,0.5,0.5784445490081355,0.6326014182076486,123471158.01799083,240958957.4130789,153598072.23384523
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,0.2,0.5784445490081355,0.6691527897441939,232604867.07685637,442690087.87319005,250973771.92436075
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,0.1,0.5784445490081355,0.6902119119768361,307245299.97514856,574969561.2037821,304996804.8354063
A1_q01_q99,-1.0652982976922105,0.6336057785750588,0.5886147511030407,p_star,0.05,0.5784445490081355,0.7084984982070176,380167262.33087695,700090586.5489981,350752142.85781527
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,1.0,0.5676131129031139,0.5676131129031139,0.0,0.0,0.0
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,0.8,0.5676131129031139,0.5992693800114371,63034086.214068055,125834751.67484772,92654427.34574747
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,0.5,0.5676131129031139,0.6353652247770848,151147471.52432507,295809187.4842377,193316893.60892725
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,0.2,0.5676131129031139,0.6813102608657186,294775377.8215943,558317674.3228416,314526997.06642056
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,0.1,0.5676131129031139,0.7079777010127629,398212407.7467839,737154989.6190987,381651253.8658705
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p0,0.05,0.5676131129031139,0.7314380112793853,503951210.85675615,912118638.8584588,438895823.85463905
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,1.0,0.5661658104446993,0.5661658104446993,0.0,0.0,0.0
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,0.8,0.5661658104446993,0.5917919432782129,49653061.1445092,99520803.51021731,75493292.44457626
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,0.5,0.5661658104446993,0.6210051854833257,116398273.44496948,229878343.50774753,158215450.28950834
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,0.2,0.5661658104446993,0.658017191559312,219627575.97622544,423645686.57612777,258334922.71413183
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,0.1,0.5661658104446993,0.6793417090059468,290381320.3452743,551193654.5177509,313821992.69622135
A1_balanced_q01_q99,-1.0324670105580689,0.6452932807676527,0.5960327021506908,p_star,0.05,0.5661658104446993,0.6978587498776913,359608694.488606,672136887.6995962,360785944.8624525
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,1.0,0.566802239236401,0.566802239236401,0.0,0.0,0.0
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,0.8,0.566802239236401,0.598329175680906,62446882.21962893,124756843.65737551,92394161.87509298
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,0.5,0.566802239236401,0.6342775520306269,149666655.50715327,293203397.4472056,192787168.73310518
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,0.2,0.566802239236401,0.680034881148121,291693656.9302983,553232882.6489599,313690258.100914
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,0.1,0.566802239236401,0.7065933723238685,393888515.0837028,730318313.8202746,380652313.09006786
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p0,0.05,0.566802239236401,0.729957836245444,498293545.08598757,903528740.8612635,437762781.4840908
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,1.0,0.5653608496857545,0.5653608496857545,0.0,0.0,0.0
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,0.8,0.5653608496857545,0.5908822877755981,49196098.8583796,98674331.8998887,75279868.24662352
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,0.5,0.5653608496857545,0.6199761802167688,115282455.26780307,227877345.12580103,157777207.67869902
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,0.2,0.5653608496857545,0.656836974929183,217409186.8091159,419854060.45772094,257636697.7780018
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,0.1,0.5653608496857545,0.6780743717438262,287357976.65041935,546184635.0813196,312985177.03891134
balanced_q01_q99,-1.0350076061115117,0.6496352395209657,0.5935976296652736,p_star,0.05,0.5653608496857545,0.6965157618390689,355764443.1287929,665950068.5435414,359834786.87648106
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,1.0,0.5320932441874311,0.5320932441874311,0.0,0.0,0.0
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,0.8,0.5320932441874311,0.5767741541902568,74868302.51917857,152547614.80707467,136601395.54849672
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,0.5,0.5320932441874311,0.6277212600486676,188703738.85815454,375520098.2631303,281762337.58747864
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,0.2,0.5320932441874311,0.6925699048850348,394280371.4971742,749541562.9635231,452487576.7655029
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,0.1,0.5320932441874311,0.7302093867967396,555877261.6872356,1020748061.5600159,545282041.3775473
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p0,0.05,0.5320932441874311,0.7633221984897429,731572071.3046334,1296674125.258986,623502093.8093266
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,1.0,0.5300504641379069,0.5300504641379069,0.0,0.0,0.0
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,0.8,0.5300504641379069,0.5662202036380398,58299046.36713776,119264522.42980719,111640668.00334597
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,0.5,0.5300504641379069,0.6074529314701286,142179272.48443457,286127215.5349896,231742362.72618628
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,0.2,0.5300504641379069,0.6596931437113999,283067979.9547876,552299300.5498054,374229350.97956514
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,0.1,0.5300504641379069,0.6897914127721972,386702357.6792321,737311885.2251999,451937916.2969122
balanced_q05_q95,-0.7126407227267383,0.47604652474844383,0.84126417787693,p_star,0.05,0.5300504641379069,0.7159270981288427,493194462.8621087,918871433.2722116,517050184.9216471
