recipe,keep,Q0,u_cap_candidate,Q_cap_candidate,known_weight,unknown_weight
p0,1.0,-0.09455011798801503,0.0,-0.09455011798801503,0.5646359074665894,0.4353640925334106
p0,0.8,-0.09455011798801503,0.05216531716593424,-0.04238480082208079,0.5646359074665894,0.4353640925334106
p0,0.5,-0.09455011798801503,0.11151162583494476,0.01696150784692972,0.5646359074665894,0.4353640925334106
p0,0.2,-0.09455011798801503,0.18654615219363127,0.09199603420561624,0.5646359074665894,0.4353640925334106
p0,0.1,-0.09455011798801503,0.23009321545131345,0.1355430974632984,0.5646359074665894,0.4353640925334106
p0,0.05,-0.09455011798801503,0.2682958092945975,0.17374569130658246,0.5646359074665894,0.4353640925334106
p_star,1.0,-0.09712630679313612,0.0,-0.09712630679313612,0.4534175521927163,0.5465824478072837
p_star,0.8,-0.09712630679313612,0.04230272068614466,-0.054823586106991465,0.4534175521927163,0.5465824478072837
p_star,0.5,-0.09712630679313612,0.09033846719476472,-0.006787839598371398,0.4534175521927163,0.5465824478072837
p_star,0.2,-0.09712630679313612,0.15083000927066376,0.053703702477527634,0.4534175521927163,0.5465824478072837
p_star,0.1,-0.09712630679313612,0.1857085979985361,0.08858229120539997,0.4534175521927163,0.5465824478072837
p_star,0.05,-0.09712630679313612,0.21592960317555063,0.1188032963824145,0.4534175521927163,0.5465824478072837
